peak_id	ion_mode	mz	hmdb_accession	name	inchi_key	skeleton	neutral_mass	mod_id	mod_mass
2019	-1	178.050966733379	HMDB0012884	Adrenochrome	RPHLQSHHTJORHI-VIFPVBQESA-N	RPHLQSHHTJORHI	179.058243148	-H	-1.007276466621
2019	-1	178.050966733379	HMDB0032398	Methyl n-formylanthranilate	HRNPZFOYXWWMFL-UHFFFAOYSA-N	HRNPZFOYXWWMFL	179.058243148	-H	-1.007276466621
2019	-1	178.050966733379	HMDB0032595	1-(4-Methoxyphenyl)-2-nitroethylene	JKQUXSHVQGBODD-VOTSOKGWSA-N	JKQUXSHVQGBODD	179.058243148	-H	-1.007276466621
2019	-1	178.050966733379	HMDB0038336	2-Hydroxy-3-(3,4-dihydroxyphenyl)propanamide	UZRUFOMXLWRIQS-UHFFFAOYSA-N	UZRUFOMXLWRIQS	197.068807832	-H-H2O	-19.017841149621
2019	-1	178.050966733379	HMDB0038750	N-Hydroxy-L-tyrosine	CNIUEVQJABPUIJ-UHFFFAOYSA-N	CNIUEVQJABPUIJ	197.068807832	-H-H2O	-19.017841149621
2019	-1	178.050966733379	HMDB0245300	2-Propenamide, 3-(3,4-dihydroxyphenyl)-	ZINBYEVHNDIYBV-UHFFFAOYSA-N	ZINBYEVHNDIYBV	179.058243148	-H	-1.007276466621
2019	-1	178.050966733379	HMDB0246328	4-Acetamidobenzoic acid	QCXJEYYXVJIFCE-UHFFFAOYSA-N	QCXJEYYXVJIFCE	179.058243148	-H	-1.007276466621
2019	-1	178.050966733379	HMDB0248030	Adrenolutin	FRBBSLWYVVQVSY-UHFFFAOYSA-N	FRBBSLWYVVQVSY	179.058243148	-H	-1.007276466621
2031	-1	176.056446019379	HMDB0247091	4(1H)-Pteridinone, 2-amino-6-methyl-	UDOGNMDURIJYQC-UHFFFAOYSA-N	UDOGNMDURIJYQC	177.065059844	-H	-1.007276466621
2031	-1	176.056446019379	HMDB0247221	7-(2-Hydroxyethyl)guanine	OCAWYYAMQRJCOY-UHFFFAOYSA-N	OCAWYYAMQRJCOY	195.075624528	-H-H2O	-19.017841149621
2031	-1	176.056446019379	HMDB0248104	Alanine lactate	WNPMYHXPMKZUHK-UHFFFAOYSA-N	WNPMYHXPMKZUHK	177.063722452	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0001015	N-Formyl-L-methionine	PYUSHNKNPOHWEZ-YFKPBYRVSA-N	PYUSHNKNPOHWEZ	177.045964382	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0029417	Cycloalliin	JYMHODZXTIGVPA-UHFFFAOYSA-N	JYMHODZXTIGVPA	177.045964382	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0029441	Isoalliin	OKYHUOHBRKWCQJ-IHWYPQMZSA-N	OKYHUOHBRKWCQJ	177.045964382	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0033592	(R)C(S)S-Alliin	XUHLIQGRKRUKPH-UHFFFAOYSA-N	XUHLIQGRKRUKPH	177.045964382	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0033843	Polyvidone	LQIAZOCLNBBZQK-UHFFFAOYSA-N	LQIAZOCLNBBZQK	177.047238036	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0240544	N-Acetyl-S-methylcysteine	RYGLCORNOFFGTB-YFKPBYRVSA-N	RYGLCORNOFFGTB	177.045964382	-H	-1.007276466621
2034	-1	176.038687533379	HMDB0244625	2-((3-Aminopyridin-2-yl)methylene)hydrazinecarbothioamide	XMYKNCNAZKMVQN-UHFFFAOYSA-N	XMYKNCNAZKMVQN	195.057866458	-H-H2O	-19.017841149621
2034	-1	176.038687533379	HMDB0246678	2-(N-Morpholino)-ethanesulfonic acid	SXGZJKUKBWWHRA-UHFFFAOYSA-N	SXGZJKUKBWWHRA	195.056529066	-H-H2O	-19.017841149621
2035	-1	176.038687533379	HMDB0001015	N-Formyl-L-methionine	PYUSHNKNPOHWEZ-YFKPBYRVSA-N	PYUSHNKNPOHWEZ	177.045964382	-H	-1.007276466621
2035	-1	176.038687533379	HMDB0029417	Cycloalliin	JYMHODZXTIGVPA-UHFFFAOYSA-N	JYMHODZXTIGVPA	177.045964382	-H	-1.007276466621
2035	-1	176.038687533379	HMDB0029441	Isoalliin	OKYHUOHBRKWCQJ-IHWYPQMZSA-N	OKYHUOHBRKWCQJ	177.045964382	-H	-1.007276466621
2035	-1	176.038687533379	HMDB0033592	(R)C(S)S-Alliin	XUHLIQGRKRUKPH-UHFFFAOYSA-N	XUHLIQGRKRUKPH	177.045964382	-H	-1.007276466621
2035	-1	176.038687533379	HMDB0033843	Polyvidone	LQIAZOCLNBBZQK-UHFFFAOYSA-N	LQIAZOCLNBBZQK	177.047238036	-H	-1.007276466621
2035	-1	176.038687533379	HMDB0240544	N-Acetyl-S-methylcysteine	RYGLCORNOFFGTB-YFKPBYRVSA-N	RYGLCORNOFFGTB	177.045964382	-H	-1.007276466621
2035	-1	176.038687533379	HMDB0244625	2-((3-Aminopyridin-2-yl)methylene)hydrazinecarbothioamide	XMYKNCNAZKMVQN-UHFFFAOYSA-N	XMYKNCNAZKMVQN	195.057866458	-H-H2O	-19.017841149621
2035	-1	176.038687533379	HMDB0246678	2-(N-Morpholino)-ethanesulfonic acid	SXGZJKUKBWWHRA-UHFFFAOYSA-N	SXGZJKUKBWWHRA	195.056529066	-H-H2O	-19.017841149621
2038	-1	175.072430433379	HMDB0028696	Alanylserine	IPWKGIFRRBGCJO-IMJSIDKUSA-N	IPWKGIFRRBGCJO	176.079706864	-H	-1.007276466621
2038	-1	175.072430433379	HMDB0028851	Glycyl-Threonine	OLIFSFOFKGKIRH-UHFFFAOYSA-N	OLIFSFOFKGKIRH	176.079706864	-H	-1.007276466621
2038	-1	175.072430433379	HMDB0029032	Serylalanine	SSJMZMUVNKEENT-IMJSIDKUSA-N	SSJMZMUVNKEENT	176.079706864	-H	-1.007276466621
2038	-1	175.072430433379	HMDB0029061	Threonylglycine	BIYXEUAFGLTAEM-WUJLRWPWSA-N	BIYXEUAFGLTAEM	176.079706864	-H	-1.007276466621
2038	-1	175.072430433379	HMDB0246968	Ethylenediamine-N,N'-diacetic acid	IFQUWYZCAGRUJN-UHFFFAOYSA-N	IFQUWYZCAGRUJN	176.079706864	-H	-1.007276466621
2038	-1	175.072430433379	HMDB0247090	6-Methylpteridine-2,4-diamine	MFNAKLLYSPINFZ-UHFFFAOYSA-N	MFNAKLLYSPINFZ	176.081044256	-H	-1.007276466621
2039	-1	175.043438533379	HMDB0040003	Methylthio 2-(propanoyloxy)propanoate	VCLWCQBHEOFVMO-UHFFFAOYSA-N	VCLWCQBHEOFVMO	176.050715414	-H	-1.007276466621
2043	-1	175.024811533379	HMDB0000044	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	CIWBSHSKHKDKBQ	176.032087976	-H	-1.007276466621
2043	-1	175.024811533379	HMDB0000127	D-Glucuronic acid	AEMOLEFTQBMNLQ-WAXACMCWSA-N	AEMOLEFTQBMNLQ	194.04265266	-H-H2O	-19.017841149621
2043	-1	175.024811533379	HMDB0002545	Galacturonic acid	IAJILQKETJEXLJ-RSJOWCBRSA-N	IAJILQKETJEXLJ	194.04265266	-H-H2O	-19.017841149621
2043	-1	175.024811533379	HMDB0006334	3-Dehydro-L-gulonate	WTAHRPBPWHCMHW-LWKDLAHASA-N	WTAHRPBPWHCMHW	194.04265266	-H-H2O	-19.017841149621
2043	-1	175.024811533379	HMDB0006355	D-Glucurono-6,3-lactone	OGLCQHRZUSEXNB-WHDMSYDLSA-N	OGLCQHRZUSEXNB	176.032087976	-H	-1.007276466621
2043	-1	175.024811533379	HMDB0011731	5-Keto-D-gluconate	IZSRJDGCGRAUAR-UHFFFAOYSA-N	IZSRJDGCGRAUAR	194.04265266	-H-H2O	-19.017841149621
2043	-1	175.024811533379	HMDB0011732	2-Keto-L-gluconate	VBUYCZFBVCCYFD-UHFFFAOYSA-N	VBUYCZFBVCCYFD	194.04265266	-H-H2O	-19.017841149621
2043	-1	175.024811533379	HMDB0031193	1,2,3-Propanetricarboxylic acid	KQTIIICEAUMSDG-UHFFFAOYSA-N	KQTIIICEAUMSDG	176.032087976	-H	-1.007276466621
2043	-1	175.024811533379	HMDB0033245	6-(Hydroxymethyl)-2,4(1H,3H)-pteridinedione	SQXCACKAQINDFU-UHFFFAOYSA-N	SQXCACKAQINDFU	194.043990052	-H-H2O	-19.017841149621
2043	-1	175.024811533379	HMDB0242712	(2R)-2-[(3R,4S)-3,4-Dihydroxy-5-oxooxolan-2-yl]-2-hydroxyacetaldehyde	UYUXSRADSPPKRZ-UHFFFAOYSA-N	UYUXSRADSPPKRZ	176.032087976	-H	-1.007276466621
2043	-1	175.024811533379	HMDB0246713	5-(1,2-Dihydroxyethyl)-4-hydroxyoxolane-2,3-dione	KRGQEOSDQHTZMX-UHFFFAOYSA-N	KRGQEOSDQHTZMX	176.032087976	-H	-1.007276466621
2043	-1	175.024811533379	HMDB0248912	(R)-2-((S)-1,2-Dihydroxyethyl)-4,5-dihydroxyfuran-3(2H)-one	LPYXWGMUVRGUOY-UHFFFAOYSA-N	LPYXWGMUVRGUOY	176.032087976	-H	-1.007276466621
2058	-1	173.104399233379	HMDB0000517	L-Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N	ODKSFYDXXFIFQN	174.111675688	-H	-1.007276466621
2058	-1	173.104399233379	HMDB0248014	Adipic dihydrazide	IBVAQQYNSHJXBV-UHFFFAOYSA-N	IBVAQQYNSHJXBV	174.111675688	-H	-1.007276466621
2061	-1	173.056780333379	HMDB0000854	Formiminoglutamic acid	NRXIKWMTVXPVEF-BYPYZUCNSA-N	NRXIKWMTVXPVEF	174.0640568	-H	-1.007276466621
2061	-1	173.056780333379	HMDB0006028	N-Acetylasparagine	HXFOXFJUNFFYMO-BYPYZUCNSA-N	HXFOXFJUNFFYMO	174.0640568	-H	-1.007276466621
2061	-1	173.056780333379	HMDB0029048	Serylserine	XZKQVQKUZMAADP-IMJSIDKUSA-N	XZKQVQKUZMAADP	192.074621484	-H-H2O	-19.017841149621
2061	-1	173.056780333379	HMDB0242605	(2R,4R)-4-Aminopyrrolidine-2,4-dicarboxylic acid	XZFMJVJDSYRWDQ-UHFFFAOYSA-N	XZFMJVJDSYRWDQ	174.0640568	-H	-1.007276466621
2064	-1	173.009161433379	HMDB0000072	cis-Aconitic acid	GTZCVFVGUGFEME-IWQZZHSRSA-N	GTZCVFVGUGFEME	174.016437912	-H	-1.007276466621
2064	-1	173.009161433379	HMDB0000094	Citric acid	KRKNYBCHXYNGOX-UHFFFAOYSA-N	KRKNYBCHXYNGOX	192.027002596	-H-H2O	-19.017841149621
2064	-1	173.009161433379	HMDB0000193	Isocitric acid	ODBLHEXUDAPZAU-UHFFFAOYSA-N	ODBLHEXUDAPZAU	192.027002596	-H-H2O	-19.017841149621
2064	-1	173.009161433379	HMDB0001264	Dehydroascorbic acid	SBJKKFFYIZUCET-JLAZNSOCSA-N	SBJKKFFYIZUCET	174.016437912	-H	-1.007276466621
2064	-1	173.009161433379	HMDB0005971	Diketogulonic acid	GJQWCDSAOUMKSE-STHAYSLISA-N	GJQWCDSAOUMKSE	192.027002596	-H-H2O	-19.017841149621
2064	-1	173.009161433379	HMDB0040200	2,5-Dimethyl-3-(methyldithio)furan	ZZXDUGZYDILQMO-UHFFFAOYSA-N	ZZXDUGZYDILQMO	174.01730728	-H	-1.007276466621
2064	-1	173.009161433379	HMDB0041862	D-Glucaro-1,4-lactone	XECPAIJNBXCOBO-MMPJQOAZSA-N	XECPAIJNBXCOBO	192.027002596	-H-H2O	-19.017841149621
2064	-1	173.009161433379	HMDB0062706	Dehydroascorbide(1-)	JMMUPWYGEQCUML-UHFFFAOYSA-N	JMMUPWYGEQCUML	174.016437912	-H	-1.007276466621
2065	-1	173.009161433379	HMDB0000072	cis-Aconitic acid	GTZCVFVGUGFEME-IWQZZHSRSA-N	GTZCVFVGUGFEME	174.016437912	-H	-1.007276466621
2065	-1	173.009161433379	HMDB0000094	Citric acid	KRKNYBCHXYNGOX-UHFFFAOYSA-N	KRKNYBCHXYNGOX	192.027002596	-H-H2O	-19.017841149621
2065	-1	173.009161433379	HMDB0000193	Isocitric acid	ODBLHEXUDAPZAU-UHFFFAOYSA-N	ODBLHEXUDAPZAU	192.027002596	-H-H2O	-19.017841149621
2065	-1	173.009161433379	HMDB0001264	Dehydroascorbic acid	SBJKKFFYIZUCET-JLAZNSOCSA-N	SBJKKFFYIZUCET	174.016437912	-H	-1.007276466621
2065	-1	173.009161433379	HMDB0005971	Diketogulonic acid	GJQWCDSAOUMKSE-STHAYSLISA-N	GJQWCDSAOUMKSE	192.027002596	-H-H2O	-19.017841149621
2065	-1	173.009161433379	HMDB0040200	2,5-Dimethyl-3-(methyldithio)furan	ZZXDUGZYDILQMO-UHFFFAOYSA-N	ZZXDUGZYDILQMO	174.01730728	-H	-1.007276466621
2065	-1	173.009161433379	HMDB0041862	D-Glucaro-1,4-lactone	XECPAIJNBXCOBO-MMPJQOAZSA-N	XECPAIJNBXCOBO	192.027002596	-H-H2O	-19.017841149621
2065	-1	173.009161433379	HMDB0062706	Dehydroascorbide(1-)	JMMUPWYGEQCUML-UHFFFAOYSA-N	JMMUPWYGEQCUML	174.016437912	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0000701	Hexanoylglycine	UPCKIPHSXMXJOX-UHFFFAOYSA-N	UPCKIPHSXMXJOX	173.10519334	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0000747	Isovalerylalanine	OJPSNARFDYTAEN-LURJTMIESA-N	OJPSNARFDYTAEN	173.10519334	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0002087	Isovalerylsarcosine	GPFSWCRCPHKNBU-UHFFFAOYSA-N	GPFSWCRCPHKNBU	173.10519334	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0011756	N-Acetylleucine	WXNXCEHXYPACJF-ZETCQYMHSA-N	WXNXCEHXYPACJF	173.10519334	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0061684	N-Acetylisoleucine	JDTWZSUNGHMMJM-FSPLSTOPSA-N	JDTWZSUNGHMMJM	173.10519334	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0247031	6-Acetamidohexanoic acid	WDSCBUNMANHPFH-UHFFFAOYSA-N	WDSCBUNMANHPFH	173.10519334	-H	-1.007276466621
2068	-1	172.097916933379	HMDB0247470	8,8a-Diepiswainsonine	FXUAIOOAOAVCGD-UHFFFAOYSA-N	FXUAIOOAOAVCGD	173.10519334	-H	-1.007276466621
2081	-1	171.006398033379	HMDB0000126	Glycerol 3-phosphate	AWUCVROLDVIAJX-GSVOUGTGSA-N	AWUCVROLDVIAJX	172.013675008	-H	-1.007276466621
2081	-1	171.006398033379	HMDB0002520	beta-Glycerophosphoric acid	DHCLVCXQIBBOPH-UHFFFAOYSA-N	DHCLVCXQIBBOPH	172.013675008	-H	-1.007276466621
2081	-1	171.006398033379	HMDB0246315	4-(Trifluoromethyl)benzoic acid	SWKPKONEIZGROQ-UHFFFAOYSA-N	SWKPKONEIZGROQ	190.02416388	-H-H2O	-19.017841149621
2082	-1	171.006398033379	HMDB0000126	Glycerol 3-phosphate	AWUCVROLDVIAJX-GSVOUGTGSA-N	AWUCVROLDVIAJX	172.013675008	-H	-1.007276466621
2082	-1	171.006398033379	HMDB0002520	beta-Glycerophosphoric acid	DHCLVCXQIBBOPH-UHFFFAOYSA-N	DHCLVCXQIBBOPH	172.013675008	-H	-1.007276466621
2082	-1	171.006398033379	HMDB0246315	4-(Trifluoromethyl)benzoic acid	SWKPKONEIZGROQ-UHFFFAOYSA-N	SWKPKONEIZGROQ	190.02416388	-H-H2O	-19.017841149621
2088	-1	168.990747933379	HMDB0001112	Glyceraldehyde 3-phosphate	LXJXRIRHZLFYRP-VKHMYHEASA-N	LXJXRIRHZLFYRP	169.998024944	-H	-1.007276466621
2088	-1	168.990747933379	HMDB0001473	Dihydroxyacetone phosphate	GNGACRATGGDKBX-UHFFFAOYSA-N	GNGACRATGGDKBX	169.998024944	-H	-1.007276466621
2088	-1	168.990747933379	HMDB0242284	(1-Hydroxy-3-oxopropan-2-yl) dihydrogen phosphate	XWNOCINUJAJTTH-UHFFFAOYSA-N	XWNOCINUJAJTTH	169.998024944	-H	-1.007276466621
2088	-1	168.990747933379	HMDB0244037	1,1,1,2,3,3,3-Heptafluoropropane	YFMFNYKEUDLDTL-UHFFFAOYSA-N	YFMFNYKEUDLDTL	169.996647152	-H	-1.007276466621
2089	-1	168.990747933379	HMDB0001112	Glyceraldehyde 3-phosphate	LXJXRIRHZLFYRP-VKHMYHEASA-N	LXJXRIRHZLFYRP	169.998024944	-H	-1.007276466621
2089	-1	168.990747933379	HMDB0001473	Dihydroxyacetone phosphate	GNGACRATGGDKBX-UHFFFAOYSA-N	GNGACRATGGDKBX	169.998024944	-H	-1.007276466621
2089	-1	168.990747933379	HMDB0242284	(1-Hydroxy-3-oxopropan-2-yl) dihydrogen phosphate	XWNOCINUJAJTTH-UHFFFAOYSA-N	XWNOCINUJAJTTH	169.998024944	-H	-1.007276466621
2089	-1	168.990747933379	HMDB0244037	1,1,1,2,3,3,3-Heptafluoropropane	YFMFNYKEUDLDTL-UHFFFAOYSA-N	YFMFNYKEUDLDTL	169.996647152	-H	-1.007276466621
2090	-1	168.981232133379	HMDB0060176	(S)-3-Sulfonatolactate	CQQGIWJSICOUON-UWTATZPHSA-N	CQQGIWJSICOUON	169.988509082	-H	-1.007276466621
2090	-1	168.981232133379	HMDB0247042	6-Chloro-2-pyridylmethyl nitrate	KLKMRHCMLLGCSZ-UHFFFAOYSA-N	KLKMRHCMLLGCSZ	187.9988697	-H-H2O	-19.017841149621
2107	-1	166.062200133379	HMDB0029873	(S)-Spinacine	YCFJXOFFQLPCHD-UHFFFAOYSA-N	YCFJXOFFQLPCHD	167.069476528	-H	-1.007276466621
2107	-1	166.062200133379	HMDB0034912	(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine	SKIVBBIKOOPRPR-UHFFFAOYSA-N	SKIVBBIKOOPRPR	185.080041212	-H-H2O	-19.017841149621
2107	-1	166.062200133379	HMDB0060362	2,4-Diamino-6-nitrotoluene	DFZSBQYOXAUYCB-UHFFFAOYSA-N	DFZSBQYOXAUYCB	167.069476528	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0000068	Epinephrine	UCTWMZQNUQWSLP-VIFPVBQESA-N	UCTWMZQNUQWSLP	183.089543276	-H-H2O	-19.017841149621
2115	-1	164.071702133379	HMDB0000159	L-Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N	COLNVLDHVKWLRT	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0000819	Normetanephrine	YNYAYWLBAHXHLL-UHFFFAOYSA-N	YNYAYWLBAHXHLL	183.089543276	-H-H2O	-19.017841149621
2115	-1	164.071702133379	HMDB0001007	3-Pyridinebutanoic acid	MFYZACBRKCFXDV-UHFFFAOYSA-N	MFYZACBRKCFXDV	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0002832	Methylnoradrenaline	GEFQWZLICWMTKF-UHFFFAOYSA-N	GEFQWZLICWMTKF	183.089543276	-H-H2O	-19.017841149621
2115	-1	164.071702133379	HMDB0004992	Benzocaine	BLFLLBZGZJTVJG-UHFFFAOYSA-N	BLFLLBZGZJTVJG	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0006044	Norsalsolinol	MBFUSGLXKQWVDW-UHFFFAOYSA-N	MBFUSGLXKQWVDW	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0029455	Ginkgotoxin	SVINQHQHARVZFF-UHFFFAOYSA-N	SVINQHQHARVZFF	183.089543276	-H-H2O	-19.017841149621
2115	-1	164.071702133379	HMDB0033485	Gentiatibetine	HCBOYQSYWSEVID-UHFFFAOYSA-N	HCBOYQSYWSEVID	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0033589	Ethyl 2-aminobenzoate	TWLLPUMZVVGILS-UHFFFAOYSA-N	TWLLPUMZVVGILS	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0034169	Methyl N-methylanthranilate	GVOWHGSUZUUUDR-UHFFFAOYSA-N	GVOWHGSUZUUUDR	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0059934	Benzyl glycinate	JXYACYYPACQCDM-UHFFFAOYSA-N	JXYACYYPACQCDM	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0061679	3,4,5,6-Tetrahydrohippuric acid	OSUSJBWSQBKORT-UHFFFAOYSA-N	OSUSJBWSQBKORT	183.089543276	-H-H2O	-19.017841149621
2115	-1	164.071702133379	HMDB0062402	4-Hydroxy-1-(3-pyridinyl)-1-butanone	KTXUGZHJVRHQGP-UHFFFAOYSA-N	KTXUGZHJVRHQGP	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0062407	5-(3-Pyridyl)-2-hydroxytetrahydrofuran	LHGVLZHIYVKZBT-UHFFFAOYSA-N	LHGVLZHIYVKZBT	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0243912	1-Isopropyl-4-nitrobenzene	JXMYUMNAEKRMIP-UHFFFAOYSA-N	JXMYUMNAEKRMIP	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0244490	4(1H)-Pyridinone, 2-ethyl-3-hydroxy-1-(2-hydroxyethyl)-	QEUNHAYEJPIRIA-UHFFFAOYSA-N	QEUNHAYEJPIRIA	183.089543276	-H-H2O	-19.017841149621
2115	-1	164.071702133379	HMDB0244732	(3,5-Dimethylphenyl)carbamic acid	KPCOLEDDUNYSQA-UHFFFAOYSA-N	KPCOLEDDUNYSQA	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0244978	2-Amino-3-(4-hydroxyphenyl)propanal	DXGAIOIQACHYRK-UHFFFAOYSA-N	DXGAIOIQACHYRK	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0245110	Ethenzamide	SBNKFTQSBPKMBZ-UHFFFAOYSA-N	SBNKFTQSBPKMBZ	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0246304	4-(Dimethylamino)benzoic acid	YDIYEOMDOWUDTJ-UHFFFAOYSA-N	YDIYEOMDOWUDTJ	165.078978592	-H	-1.007276466621
2115	-1	164.071702133379	HMDB0246418	4-Ethoxybenzamide	AZEIRPAUJXANCS-UHFFFAOYSA-N	AZEIRPAUJXANCS	165.078978592	-H	-1.007276466621
2116	-1	164.038687533379	HMDB0002005	Methionine sulfoxide	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	QEFRNWWLZKMPFJ	165.045964382	-H	-1.007276466621
2116	-1	164.038687533379	HMDB0037057	Ethiin	CSZTZFUEOCFFJH-UHFFFAOYSA-N	CSZTZFUEOCFFJH	165.045964382	-H	-1.007276466621
2116	-1	164.038687533379	HMDB0246915	2-Hydroxy-L-methionine	AQPJRTNUBAWORL-UHFFFAOYSA-N	AQPJRTNUBAWORL	165.045964382	-H	-1.007276466621
2116	-1	164.038687533379	HMDB0250194	Choline sulfate	WXCQAWGXWVRCGP-UHFFFAOYSA-N	WXCQAWGXWVRCGP	183.056529066	-H-H2O	-19.017841149621
2117	-1	164.038687533379	HMDB0002005	Methionine sulfoxide	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	QEFRNWWLZKMPFJ	165.045964382	-H	-1.007276466621
2117	-1	164.038687533379	HMDB0037057	Ethiin	CSZTZFUEOCFFJH-UHFFFAOYSA-N	CSZTZFUEOCFFJH	165.045964382	-H	-1.007276466621
2117	-1	164.038687533379	HMDB0246915	2-Hydroxy-L-methionine	AQPJRTNUBAWORL-UHFFFAOYSA-N	AQPJRTNUBAWORL	165.045964382	-H	-1.007276466621
2117	-1	164.038687533379	HMDB0250194	Choline sulfate	WXCQAWGXWVRCGP-UHFFFAOYSA-N	WXCQAWGXWVRCGP	183.056529066	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0000122	D-Glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N	WQZGKKKJIJFFOK	180.063388104	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0000211	myo-Inositol	CDAISMWEOUEBRE-GPIVLXJGSA-N	CDAISMWEOUEBRE	180.063388104	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0000321	2-Hydroxyadipic acid	OTTXIFWBPRRYOG-UHFFFAOYSA-N	OTTXIFWBPRRYOG	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0000345	3-Hydroxyadipic acid	YVOMYDHIQVMMTA-UHFFFAOYSA-N	YVOMYDHIQVMMTA	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0000346	3-Deoxyarabinohexonic acid	YGMNHEPVTNXLLS-VAYJURFESA-N	YGMNHEPVTNXLLS	180.063388104	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0000355	3-Hydroxymethylglutaric acid	NPOAOTPXWNWTSH-UHFFFAOYSA-N	NPOAOTPXWNWTSH	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0000640	Levoglucosan	TWNIBLMWSKIRAT-VFUOTHLCSA-N	TWNIBLMWSKIRAT	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0000660	D-Fructose	RFSUNEUAIZKAJO-ARQDHWQXSA-N	RFSUNEUAIZKAJO	180.063388104	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0001266	L-Sorbose	LKDRXBCSQODPBY-BGPJRJDNSA-N	LKDRXBCSQODPBY	180.063388104	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0001860	Paraxanthine	QUNWUDVFRNGTCO-UHFFFAOYSA-N	QUNWUDVFRNGTCO	180.064725496	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0001889	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	ZFXYFBGIUFBOJW	180.064725496	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0002825	Theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N	YAPQBXQYLJRXSA	180.064725496	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0029169	3-Hydroxy-2-methylglutaric acid	JJSWRLIXMHKPEW-IUYQGCFVSA-N	JJSWRLIXMHKPEW	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0029934	D-1-Deoxy-erythro-hexo-2,3-diulose	DTUGXZBPWDHASD-UHFFFAOYSA-N	DTUGXZBPWDHASD	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0032222	Dihydroxyacetone (dimer)	KEQUNHIAUQQPAC-UHFFFAOYSA-N	KEQUNHIAUQQPAC	180.063388104	-H-H2O	-19.017841149621
2143	-1	161.045546933379	HMDB0032873	Diethyl dicarbonate	FFYPMLJYZAEMQB-UHFFFAOYSA-N	FFYPMLJYZAEMQB	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0034426	(-)-1-Methylpropyl 1-propenyl disulfide	IOVUOUZQSDBAQN-GQCTYLIASA-N	IOVUOUZQSDBAQN	162.053692788	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0041561	D-1,5-Anhydrofructose	OCLOLUFOLJIQDC-UHFFFAOYSA-N	OCLOLUFOLJIQDC	162.05282342	-H	-1.007276466621
2143	-1	161.045546933379	HMDB0059758	2-Hydroxy-2-ethylsuccinic acid	YVYGHRNLPUMVBU-UHFFFAOYSA-N	YVYGHRNLPUMVBU	162.05282342	-H	-1.007276466621
